query,video_id,query_date,sentiment
ищенко,video_365514,2023-11-03 18:00:00,useful
два холма,video_2716232,2023-11-03 18:00:00,uselessly
наука с рутубиком магнитное притяжение,video_29801927,2023-11-03 18:00:00,could_be_better
пацанки 7 сезон,video_4657589,2023-11-03 18:00:00,useful
спектакли т,video_755537,2023-11-03 18:00:00,uselessly
мужское / женское. выпуск от 16.01.2023 (последний выпуск сегодня),video_655059,2023-11-03 18:00:00,could_be_better
мужское и женское,video_655059,2023-11-03 18:00:00,useful
а4 24 часа челн,video_436311,2023-11-03 18:00:00,uselessly
народное славянское радио,video_755650,2023-11-03 18:00:00,uselessly
матч,video_4660053,2023-11-03 18:00:00,useful
обзор матчей евро,video_4660053,2023-11-03 18:00:00,useful
битва сильнейших экстрасенсов2,video_41188,2023-11-03 18:00:00,useful
экстрасенсы. битва сильнейших,video_41188,2023-11-03 18:00:00,useful
экстрасенсы ведут расследование,video_12715128,2023-11-03 18:00:00,could_be_better
как сделать бомбу,video_2718886,2023-11-03 18:00:00,uselessly
музыка2023,video_1836067,2023-11-03 18:00:00,useful
дмитрий никотин ,video_357819,2023-11-03 18:00:00,uselessly
не личная жизнь сериал,video_41243,2023-11-03 18:00:00,uselessly
сердце клавы 5 выпуск,video_16572478,2023-11-03 18:00:00,uselessly
битва экстрасенсов ,video_617238,2023-11-03 18:00:00,useful
битва экстрасенсов22,video_617238,2023-11-03 18:00:00,useful
новая битва экстрасенсов,video_617238,2023-11-03 18:00:00,useful
albion online,video_13493682,2023-11-03 18:00:00,useful
отчий берег 2017 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 серия,video_1041124,2023-11-03 18:00:00,uselessly
новая битва экстрасенсов,video_8506944,2023-11-03 18:00:00,useful
песни мэлоиюзтка,video_1041244,2023-11-03 18:00:00,uselessly
экстра такси,video_2128970,2023-11-03 18:00:00,uselessly
четыре жены,video_1837774,2023-11-03 18:00:00,useful
иванько ,video_2129009,2023-11-03 18:00:00,uselessly
иванькозон,video_2129009,2023-11-03 18:00:00,uselessly
новые звёзды в африке 2сезон,video_10220281,2023-11-03 18:00:00,could_be_better
день тв,video_655583,2023-11-03 18:00:00,uselessly
новые звезды в африке новый сезон ,video_436617,2023-11-03 18:00:00,сlickbait
однажды в россии экзамен,video_10329301,2023-11-03 18:00:00,could_be_better
жизнь по вызову 1сезон,video_3007616,2023-11-03 18:00:00,could_be_better
hype realiti,video_358026,2023-11-03 18:00:00,uselessly
debauchery food стейк модена,video_1041839,2023-11-03 18:00:00,uselessly
новая битва экстрасенсов2 ,video_10220298,2023-11-03 18:00:00,could_be_better
что делать,video_3008833,2023-11-03 18:00:00,could_be_better
albion online,video_2130606,2023-11-03 18:00:00,useful
гравити фолз 1 сезон 14 серия,video_3009038,2023-11-03 18:00:00,uselessly
debauchery food рис по-индийски,video_41572,2023-11-03 18:00:00,could_be_better
рис жасмин с осьминогом,video_41572,2023-11-03 18:00:00,exact
стив и алекс секс,video_25108604,2023-11-03 18:00:00,uselessly
мужское и женское!,video_640245,2023-11-03 18:00:00,useful
сердце ивлеевой,video_438043,2023-11-03 18:00:00,uselessly
уенсдей 3 серия,video_756976,2023-11-03 18:00:00,uselessly
агент 007,video_27683533,2023-11-03 18:00:00,uselessly
albion online,video_2132202,2023-11-03 18:00:00,exact
бранимир,video_25108647,2023-11-03 18:00:00,useful
 двое на миллион,video_3011899,2023-11-03 18:00:00,uselessly
биитва экстрасенсов,video_3011899,2023-11-03 18:00:00,useful
битва  экстрасенсовх  сильней,video_3011899,2023-11-03 18:00:00,useful
битва сильнейши,video_3011899,2023-11-03 18:00:00,useful
битва сильнейших ,video_3011899,2023-11-03 18:00:00,useful
битва сильнейших 09.09.2023,video_3011899,2023-11-03 18:00:00,useful
битва сильнейших 13 выпуск,video_3011899,2023-11-03 18:00:00,useful
битва сильнейших экстрасенсов 2023 смотреть | экстрасенсы битва сильнейших 35,video_3011899,2023-11-03 18:00:00,could_be_better
битва экстрасенсов ,video_3011899,2023-11-03 18:00:00,useful
битва экстрасенсов 20 ,video_3011899,2023-11-03 18:00:00,could_be_better
битва экстрасенсов 23 сезон,video_3011899,2023-11-03 18:00:00,useful
битва экстрасенсов 23 сезон 7 выпуск 22 октября 2022,video_3011899,2023-11-03 18:00:00,could_be_better
новая битва экстрасенсов,video_3011899,2023-11-03 18:00:00,useful
сила украшений!,video_3011899,2023-11-03 18:00:00,uselessly
тнт 4 прямой эфир,video_3011899,2023-11-03 18:00:00,uselessly
что было дальше,video_3011899,2023-11-03 18:00:00,uselessly
экстрасенсы ведут расследование,video_3011899,2023-11-03 18:00:00,could_be_better
затаранил советский танкоуничтожитель су-100,video_2132685,2023-11-03 18:00:00,uselessly
музыкальная интуиция,video_2124437,2023-11-03 18:00:00,uselessly
амарян гурам,video_1042671,2023-11-03 18:00:00,uselessly
тел лассо,video_3294274,2023-11-03 18:00:00,could_be_better
одна на хуторе,video_765792,2023-11-03 18:00:00,uselessly
выжить в дубае к,video_2125130,2023-11-03 18:00:00,сlickbait
comedy club,video_21681576,2023-11-03 18:00:00,could_be_better
битва экстрасенсов 23 сезо ,video_13493789,2023-11-03 18:00:00,could_be_better
богиня шопинга,video_640436,2023-11-03 18:00:00,useful
s ранги которых я воспитал,video_329086,2023-11-03 18:00:00,uselessly
фильмы про спорт | подборка | sudarikova kate,video_19526880,2023-11-03 18:00:00,uselessly
метод,video_2421175,2023-11-03 18:00:00,useful
яхты,video_2421465,2023-11-03 18:00:00,uselessly
братаны3,video_2421504,2023-11-03 18:00:00,useful
меч 2,video_7340414,2023-11-03 18:00:00,could_be_better
мужское и женское,video_2126454,2023-11-03 18:00:00,could_be_better
опенгеймерфильм,video_2126562,2023-11-03 18:00:00,useful
злой эколог,video_6425979,2023-11-03 18:00:00,uselessly
звезды в африке 5сезон ,video_617855,2023-11-03 18:00:00,could_be_better
зенит динамо,video_2126975,2023-11-03 18:00:00,useful
большое шоу 4 целиком,video_943099,2023-11-03 18:00:00,uselessly
ds;bnm d le,video_766468,2023-11-03 18:00:00,uselessly
битва экстрасенсов 20 ,video_6119138,2023-11-03 18:00:00,could_be_better
выжить в дубае 7 в,video_2127784,2023-11-03 18:00:00,сlickbait
жить жизнь2 сериз,video_329342,2023-11-03 18:00:00,could_be_better
выжить в дубае 12,video_6121004,2023-11-03 18:00:00,uselessly
а4,video_647647,2023-11-03 18:00:00,сlickbait
стен дап,video_1666179,2023-11-03 18:00:00,uselessly
экстрасенсы,video_2415970,2023-11-03 18:00:00,could_be_better
богато жить не запретишь ,video_3586901,2023-11-03 18:00:00,uselessly
девк  олокке,video_2424760,2023-11-03 18:00:00,uselessly
за палпаыча,video_2424760,2023-11-03 18:00:00,uselessly
сексгодые девушки,video_2424760,2023-11-03 18:00:00,uselessly
селфи детектив,video_2424760,2023-11-03 18:00:00,uselessly
симфония женщины,video_2424760,2023-11-03 18:00:00,uselessly
совпадение комнат,video_366833,2023-11-03 18:00:00,uselessly
крымчанин оказался по другую сторону фронта от воюющего за украину отца,video_1045136,2023-11-03 18:00:00,uselessly
скетч-шоу vellissimoo «14 диски»,video_368598,2023-11-03 18:00:00,uselessly
что делать,video_3587854,2023-11-03 18:00:00,uselessly
позиция канал,video_3587879,2023-11-03 18:00:00,uselessly
влюбись если сможешь,video_619006,2023-11-03 18:00:00,could_be_better
выжить в ,video_3588541,2023-11-03 18:00:00,uselessly
выжить,video_366941,2023-11-03 18:00:00,could_be_better
выжить в ду,video_2417142,2023-11-03 18:00:00,uselessly
поднялся на эльбрус?! ? путешествие по приэльбрусью | часть 2,video_1044792,2023-11-03 18:00:00,useful
звезды в африке 3 сезон 4 серия,video_3589485,2023-11-03 18:00:00,could_be_better
влюбись если сможешь,video_6421957,2023-11-03 18:00:00,uselessly
новень,video_13905920,2023-11-03 18:00:00,uselessly
спутник на русском,video_3590373,2023-11-03 18:00:00,uselessly
влад череватый ,video_329670,2023-11-03 18:00:00,exact
хайп реалити 5,video_6424104,2023-11-03 18:00:00,could_be_better
хайп файтинг 3 серия ,video_6424104,2023-11-03 18:00:00,could_be_better
иисус христос суперзвезда,video_3590938,2023-11-03 18:00:00,uselessly
пацанки 8 сезон,video_10813584,2023-11-03 18:00:00,could_be_better
бизнес,video_3591396,2023-11-03 18:00:00,useful
делегированный синдром мюнхгаузена,video_767556,2023-11-03 18:00:00,uselessly
мужское  женское ,video_6425477,2023-11-03 18:00:00,useful
мужское женское ,video_6425477,2023-11-03 18:00:00,useful
мужское и женское,video_6425477,2023-11-03 18:00:00,useful
мужское и женское ,video_6425477,2023-11-03 18:00:00,useful
жизнь по вызову ,video_3591827,2023-11-03 18:00:00,uselessly
москва,video_6720110,2023-11-03 18:00:00,uselessly
музыка2023,video_329809,2023-11-03 18:00:00,useful
скетч-шоу vellissimoo «вырастил лимон»,video_913565,2023-11-03 18:00:00,could_be_better
скетч-шоу vellissimoo «помни корни»,video_913565,2023-11-03 18:00:00,useful
полицейский с рублевки 3 сезон,video_727617,2023-11-03 18:00:00,uselessly
совпадение комнат,video_767868,2023-11-03 18:00:00,uselessly
кунг фу жеребец,video_6722351,2023-11-03 18:00:00,uselessly
бетмен,video_648042,2023-11-03 18:00:00,could_be_better
однажды в россии экзамен,video_24070333,2023-11-03 18:00:00,could_be_better
debauchery food лапша по-тайски,video_3879313,2023-11-03 18:00:00,could_be_better
секрет на миллион лазарев,video_4696082,2023-11-03 18:00:00,uselessly
салат из китайских огурцов,video_1333522,2023-11-03 18:00:00,useful
лебедевский мост в казани,video_2713841,2023-11-03 18:00:00,uselessly
лесник своя земля 23 серия,video_1333616,2023-11-03 18:00:00,uselessly
подарки,video_944513,2023-11-03 18:00:00,useful
шоу кондитер ,video_7018987,2023-11-03 18:00:00,uselessly
выжить в ,video_2325222,2023-11-03 18:00:00,uselessly
выжить в ду,video_2325222,2023-11-03 18:00:00,uselessly
первая передача нтв ,video_9325291,2023-11-03 18:00:00,uselessly
мелодрама россия,video_7020191,2023-11-03 18:00:00,useful
кольок,video_14747,2023-11-03 18:00:00,uselessly
крошка,video_4022693,2023-11-03 18:00:00,could_be_better
симс,video_768546,2023-11-03 18:00:00,could_be_better
уральские пельмени драка дракв рактеате,video_3882914,2023-11-03 18:00:00,uselessly
первый отде,video_4173444,2023-11-03 18:00:00,uselessly
знаменитая мем -сова суфия хайдаровна /я устала жить на улице / помогите,video_3519898,2023-11-03 18:00:00,uselessly
пальма продакшн,video_29802376,2023-11-03 18:00:00,uselessly
data science,video_2708463,2023-11-03 18:00:00,uselessly
саша таня,video_3519907,2023-11-03 18:00:00,useful
карина каспарянц,video_30777370,2023-11-03 18:00:00,uselessly
энергия лета! анна маслова,video_1234547,2023-11-03 18:00:00,exact
крымчанин оказался по другую сторону фронта от воюющего за украину отца,video_7322850,2023-11-03 18:00:00,uselessly
выжитьдуб,video_2709262,2023-11-03 18:00:00,uselessly
семченко: я стал врагом для киева за то,video_3004074,2023-11-03 18:00:00,uselessly
псенн,video_1335080,2023-11-03 18:00:00,useful
мачт тв,video_4178192,2023-11-03 18:00:00,uselessly
достижения в играх 2023,video_16761089,2023-11-03 18:00:00,uselessly
аид роблокс,video_728399,2023-11-03 18:00:00,useful
выжить в ду,video_7600926,2023-11-03 18:00:00,uselessly
кравец и пышненко ,video_963431,2023-11-03 18:00:00,uselessly
битва экстрасенсов 20 ,video_4179141,2023-11-03 18:00:00,could_be_better
снигери вика циганова,video_6948935,2023-11-03 18:00:00,uselessly
albion online,video_7602512,2023-11-03 18:00:00,useful
фильмы,video_1015889,2023-11-03 18:00:00,useful
кравец и пышненко ,video_23314782,2023-11-03 18:00:00,could_be_better
саня,video_22874992,2023-11-03 18:00:00,could_be_better
радов,video_4474270,2023-11-03 18:00:00,uselessly
фото,video_7323195,2023-11-03 18:00:00,useful
большое шоу 4 целиком,video_4476629,2023-11-03 18:00:00,uselessly
битва,video_929458,2023-11-03 18:00:00,useful
отчий берег 2017 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 серия,video_8203245,2023-11-03 18:00:00,uselessly
храм-памятник на реке казанка,video_1336702,2023-11-03 18:00:00,uselessly
четыре свадьбы,video_877268,2023-11-03 18:00:00,uselessly
папины дочки,video_4766506,2023-11-03 18:00:00,could_be_better
звезды в африке 1 сезон,video_8502968,2023-11-03 18:00:00,useful
челябинск,video_729048,2023-11-03 18:00:00,useful
анна маслова домашний оберег!,video_1622208,2023-11-03 18:00:00,uselessly
депрессия миф или реальность ?,video_4767052,2023-11-03 18:00:00,uselessly
казанова сериал 2020,video_522633,2023-11-03 18:00:00,could_be_better
виктория райдос ,video_1016537,2023-11-03 18:00:00,uselessly
битва экстрасенсов 23 сезон,video_31521856,2023-11-03 18:00:00,could_be_better
овр шоу,video_4767539,2023-11-03 18:00:00,uselessly
